ticker,close_price,sector,target_price,opinion_score,opinion_text,tp_divergence,opinion_score_norm,snapshot_date,tp_divergence_sector_pct,tp_divergence_mkt_pct,target_price_score,target_price_bucket
034020,95600.0,기계·장비,151313.0,4.0,매수,0.5827719665271966,0.75,2026-06-09,0.6739130434782609,0.5258899676375405,0.7005434782608695,deep_value
066570,303000.0,전기·전자,166750.0,4.0,매수,-0.4496699669966997,0.75,2026-06-09,0.008695652173913044,0.003236245954692557,0.2681521739130434,expensive
207940,1340000.0,제약,2083500.0,4.0,매수,0.5548507462686567,0.75,2026-06-09,0.4722222222222222,0.48058252427184467,0.5694444444444444,deep_value
105560,171600.0,기타금융,203053.0,4.0,매수,0.18329254079254076,0.75,2026-06-09,0.058823529411764705,0.08090614886731391,0.300735294117647,cheap
012450,1049000.0,운송장비·부품,1831667.0,4.0,매수,0.7461077216396568,0.75,2026-06-09,0.6785714285714286,0.7055016181229773,0.7035714285714285,deep_value
006400,568000.0,전기·전자,840913.0,3.96,매수,0.4804806338028169,0.74,2026-06-09,0.3565217391304348,0.3656957928802589,0.4907391304347826,deep_value
034730,625000.0,기타금융,761385.0,4.0,매수,0.21821599999999997,0.75,2026-06-09,0.09803921568627451,0.09870550161812297,0.3262254901960784,cheap
055550,107500.0,기타금융,127833.0,4.0,매수,0.18914418604651173,0.75,2026-06-09,0.0784313725490196,0.08576051779935275,0.3134803921568627,cheap
035420,255500.0,IT 서비스,303762.0,4.0,매수,0.18889236790606656,0.75,2026-06-09,0.16666666666666666,0.08414239482200647,0.3708333333333333,cheap
068270,171400.0,제약,261870.0,4.0,매수,0.5278296382730454,0.75,2026-06-09,0.3611111111111111,0.44660194174757284,0.4972222222222222,deep_value
010120,227000.0,전기·전자,256923.0,4.0,매수,0.13181938325991194,0.75,2026-06-09,0.10434782608695652,0.059870550161812294,0.3303260869565217,neutral
267260,956000.0,전기·전자,1468571.0,4.0,매수,0.5361621338912135,0.75,2026-06-09,0.45217391304347826,0.459546925566343,0.5564130434782608,deep_value
042660,112200.0,운송장비·부품,170316.0,4.0,매수,0.5179679144385028,0.75,2026-06-09,0.42857142857142855,0.43527508090614886,0.5410714285714285,deep_value
298040,3380000.0,전기·전자,4615385.0,4.0,매수,0.36549852071005917,0.75,2026-06-09,0.22608695652173913,0.215210355987055,0.4094565217391304,deep_value
006800,56400.0,증권,78688.0,3.29,중립,0.39517730496453907,0.5725,2026-06-09,0.3,0.255663430420712,0.39537500000000003,deep_value
086790,123600.0,기타금융,156947.0,4.0,매수,0.26979773462783174,0.75,2026-06-09,0.1568627450980392,0.11974110032362459,0.3644607843137254,cheap
005490,390000.0,금속,582765.0,4.0,매수,0.4942692307692307,0.75,2026-06-09,0.36,0.3964401294498382,0.49649999999999994,deep_value
000150,1740000.0,전기·전자,2297273.0,4.0,매수,0.32027183908045975,0.75,2026-06-09,0.2,0.1650485436893204,0.39249999999999996,deep_value
011070,1160000.0,전기·전자,1036810.0,4.0,매수,-0.10619827586206898,0.75,2026-06-09,0.017391304347826087,0.016181229773462782,0.2738043478260869,expensive
000810,695000.0,보험,659824.0,3.88,매수,-0.05061294964028773,0.72,2026-06-09,0.3,0.024271844660194174,0.447,rich
010130,1265000.0,금속,1903750.0,4.0,매수,0.5049407114624507,0.75,2026-06-09,0.44,0.42071197411003236,0.5485,deep_value
009540,379000.0,기타금융,592857.0,4.0,매수,0.5642664907651715,0.75,2026-06-09,0.6274509803921569,0.4935275080906149,0.6703431372549019,deep_value
017670,106400.0,통신,111882.0,3.76,매수,0.05152255639097736,0.69,2026-06-09,0.25,0.04692556634304207,0.40399999999999997,neutral
042700,283000.0,기계·장비,380000.0,4.0,매수,0.34275618374558303,0.75,2026-06-09,0.2826086956521739,0.18284789644012944,0.446195652173913,deep_value
051910,349000.0,화학,465813.0,3.81,매수,0.3347077363896849,0.7025,2026-06-09,0.14705882352941177,0.17637540453074432,0.34146323529411765,deep_value
307950,836000.0,IT 서비스,642188.0,3.81,매수,-0.2318325358851675,0.7025,2026-06-09,0.027777777777777776,0.008090614886731391,0.26393055555555556,expensive
010140,27750.0,운송장비·부품,40611.0,4.0,매수,0.46345945945945943,0.75,2026-06-09,0.35714285714285715,0.3284789644012945,0.4946428571428571,deep_value
015760,38100.0,전기·가스,56467.0,3.75,매수,0.48207349081364836,0.6875,2026-06-09,0.5,0.36893203883495146,0.565625,deep_value
018260,252500.0,IT 서비스,224200.0,4.0,매수,-0.11207920792079207,0.75,2026-06-09,0.08333333333333333,0.014563106796116505,0.31666666666666665,expensive
064350,191400.0,운송장비·부품,311944.0,4.0,매수,0.6298014629049111,0.75,2026-06-09,0.5714285714285714,0.5889967637540453,0.6339285714285714,deep_value
316140,31200.0,기타금융,44200.0,4.0,매수,0.41666666666666674,0.75,2026-06-09,0.43137254901960786,0.284789644012945,0.5428921568627451,deep_value
267250,271500.0,기타금융,395000.0,4.0,매수,0.45488029465930024,0.75,2026-06-09,0.47058823529411764,0.313915857605178,0.5683823529411764,deep_value
003550,122900.0,기타금융,142000.0,4.0,매수,0.15541090317331174,0.75,2026-06-09,0.0392156862745098,0.0744336569579288,0.28799019607843135,cheap
003670,209000.0,전기·전자,288750.0,3.65,매수,0.381578947368421,0.6625,2026-06-09,0.25217391304347825,0.23786407766990292,0.3957880434782608,deep_value
096770,114900.0,화학,173182.0,3.83,매수,0.5072410791993038,0.7075,2026-06-09,0.3382352941176471,0.4255663430420712,0.46747794117647057,deep_value
247540,180100.0,전기·전자,252611.0,3.74,매수,0.40261521377012777,0.685,2026-06-09,0.28695652173913044,0.26537216828478966,0.4262717391304348,deep_value
033780,179300.0,음식료·담배,217692.0,4.0,매수,0.21412158393753478,0.75,2026-06-09,0.05555555555555555,0.09546925566343042,0.29861111111111105,cheap
196170,332500.0,일반서비스,566667.0,4.0,매수,0.7042616541353384,0.75,2026-06-09,0.6756756756756757,0.6666666666666666,0.7016891891891892,deep_value
035720,40250.0,IT 서비스,72053.0,4.0,매수,0.7901366459627328,0.75,2026-06-09,0.7222222222222222,0.7491909385113269,0.7319444444444444,deep_value
011200,19450.0,운송·창고,22300.0,3.17,중립,0.14652956298200515,0.5425,2026-06-09,0.1,0.06634304207119741,0.25487499999999996,neutral
272210,94600.0,전기·전자,150583.0,3.77,매수,0.5917864693446089,0.6925,2026-06-09,0.4956521739130435,0.540453074433657,0.5645489130434783,deep_value
138040,107300.0,기타금융,148000.0,3.8,매수,0.3793103448275863,0.7,2026-06-09,0.3137254901960784,0.2297734627831715,0.4489215686274509,deep_value
086280,209500.0,운송·창고,324353.0,4.0,매수,0.5482243436754177,0.75,2026-06-09,0.8,0.47249190938511326,0.7825,deep_value
024110,20650.0,은행,28333.0,3.69,매수,0.37205811138014533,0.6725,2026-06-09,0.6666666666666666,0.22491909385113268,0.6687083333333333,deep_value
079550,726000.0,금속,1140000.0,3.94,매수,0.5702479338842976,0.735,2026-06-09,0.64,0.5032362459546925,0.67325,deep_value
278470,389000.0,화학,508421.0,4.0,매수,0.3069948586118252,0.75,2026-06-09,0.11764705882352941,0.1553398058252427,0.3389705882352941,deep_value
000720,131900.0,건설,222900.0,3.95,매수,0.6899166034874906,0.7375,2026-06-09,0.5909090909090909,0.6488673139158576,0.6422159090909092,deep_value
277810,668000.0,기계·장비,915000.0,4.0,매수,0.3697604790419162,0.75,2026-06-09,0.3695652173913043,0.22006472491909385,0.5027173913043478,deep_value
047810,139000.0,운송장비·부품,223188.0,3.94,매수,0.6056690647482015,0.735,2026-06-09,0.5357142857142857,0.5614886731391586,0.6054642857142857,deep_value
030200,54000.0,통신,75813.0,4.0,매수,0.40394444444444444,0.75,2026-06-09,1.0,0.2686084142394822,0.9125,deep_value
071050,246500.0,기타금융,345875.0,4.0,매수,0.40314401622718044,0.75,2026-06-09,0.39215686274509803,0.2669902912621359,0.5174019607843137,deep_value
006260,410500.0,기타금융,605556.0,4.0,매수,0.47516686967113286,0.75,2026-06-09,0.5294117647058824,0.35275080906148865,0.6066176470588235,deep_value
064400,117500.0,IT 서비스,95222.0,4.0,매수,-0.1896,0.75,2026-06-09,0.05555555555555555,0.009708737864077669,0.29861111111111105,expensive
010950,112800.0,화학,144200.0,4.0,매수,0.2783687943262412,0.75,2026-06-09,0.058823529411764705,0.13106796116504854,0.300735294117647,cheap
259960,257500.0,IT 서비스,382778.0,4.0,매수,0.4865165048543689,0.75,2026-06-09,0.4166666666666667,0.3818770226537217,0.5333333333333333,deep_value
0126Z0,444000.0,기타금융,620000.0,3.5,매수,0.39639639639639634,0.625,2026-06-09,0.35294117647058826,0.25728155339805825,0.44816176470588237,deep_value
005940,31750.0,증권,42861.0,3.94,매수,0.3499527559055118,0.735,2026-06-09,0.2,0.19093851132686085,0.38725,deep_value
454910,140300.0,기계·장비,145000.0,4.0,매수,0.03349964362081259,0.75,2026-06-09,0.06521739130434782,0.040453074433656956,0.304891304347826,neutral
016360,123400.0,증권,164667.0,3.89,매수,0.334416531604538,0.7225,2026-06-09,0.1,0.17475728155339806,0.317875,deep_value
047050,58500.0,유통,103733.0,4.0,매수,0.7732136752136751,0.75,2026-06-09,0.8181818181818182,0.7346278317152104,0.7943181818181818,deep_value
323410,23050.0,은행,30625.0,3.67,매수,0.32863340563991317,0.6675,2026-06-09,0.3333333333333333,0.16666666666666666,0.45029166666666665,deep_value
443060,222000.0,일반서비스,328750.0,4.0,매수,0.4808558558558558,0.75,2026-06-09,0.24324324324324326,0.3673139158576052,0.4206081081081081,deep_value
007660,120900.0,전기·전자,178750.0,4.0,매수,0.478494623655914,0.75,2026-06-09,0.34782608695652173,0.36084142394822005,0.4885869565217391,deep_value
005387,260000.0,운송장비·부품,787308.0,4.0,매수,2.0281076923076924,0.75,2026-06-09,0.9285714285714286,0.959546925566343,0.8660714285714286,deep_value
028050,48350.0,일반서비스,66417.0,4.0,매수,0.3736711478800414,0.75,2026-06-09,0.16216216216216217,0.22653721682847897,0.3679054054054054,deep_value
039490,364000.0,증권,566706.0,3.94,매수,0.5568846153846154,0.735,2026-06-09,0.5,0.48705501618122976,0.5822499999999999,deep_value
005830,142400.0,보험,219188.0,3.88,매수,0.5392415730337079,0.72,2026-06-09,0.9,0.46601941747572817,0.8370000000000001,deep_value
047040,21750.0,건설,34600.0,3.73,매수,0.5908045977011493,0.6825,2026-06-09,0.5,0.5372168284789643,0.563875,deep_value
003490,24900.0,운송·창고,32231.0,3.92,매수,0.29441767068273084,0.73,2026-06-09,0.2,0.14401294498381878,0.3855,cheap
352820,209500.0,오락·문화,387250.0,4.0,매수,0.8484486873508352,0.75,2026-06-09,0.7058823529411765,0.7783171521035599,0.7213235294117647,deep_value
036930,210000.0,기계·장비,154500.0,3.5,매수,-0.26428571428571423,0.625,2026-06-09,0.021739130434782608,0.0048543689320388345,0.2328804347826087,expensive
950160,99200.0,제약,280000.0,4.0,매수,1.8225806451612905,0.75,2026-06-09,1.0,0.9546925566343042,0.9125,deep_value
161390,67900.0,화학,84000.0,4.0,매수,0.23711340206185572,0.75,2026-06-09,0.04411764705882353,0.10355987055016182,0.29117647058823526,cheap
003230,1120000.0,음식료·담배,1865000.0,4.0,매수,0.6651785714285714,0.75,2026-06-09,0.6111111111111112,0.6262135922330098,0.6597222222222222,deep_value
000880,125300.0,화학,176200.0,4.0,매수,0.40622505985634483,0.75,2026-06-09,0.22058823529411764,0.27184466019417475,0.4058823529411764,deep_value
034220,15210.0,전기·전자,17500.0,4.0,매수,0.1505588428665352,0.75,2026-06-09,0.12173913043478261,0.07119741100323625,0.3416304347826087,cheap
001440,39950.0,전기·전자,53667.0,4.0,매수,0.34335419274092627,0.75,2026-06-09,0.20869565217391303,0.18446601941747573,0.3981521739130435,deep_value
353200,152400.0,전기·전자,174231.0,4.08,매수,0.1432480314960629,0.77,2026-06-09,0.11304347826086956,0.06472491909385113,0.3429782608695652,neutral
000990,173800.0,전기·전자,209000.0,4.0,매수,0.20253164556962022,0.75,2026-06-09,0.14782608695652175,0.09061488673139159,0.3585869565217391,cheap
036570,281500.0,IT 서비스,374167.0,4.0,매수,0.32919005328596795,0.75,2026-06-09,0.2222222222222222,0.16828478964401294,0.4069444444444444,deep_value
267270,147700.0,기계·장비,233667.0,4.0,매수,0.5820379146919432,0.75,2026-06-09,0.6521739130434783,0.5242718446601942,0.6864130434782608,deep_value
058470,94100.0,전기·전자,143857.0,4.0,매수,0.5287672688629117,0.75,2026-06-09,0.43478260869565216,0.4482200647249191,0.5451086956521738,deep_value
009830,38400.0,화학,53992.0,3.54,매수,0.40604166666666663,0.635,2026-06-09,0.20588235294117646,0.2702265372168285,0.3560735294117647,deep_value
326030,88100.0,일반서비스,148333.0,4.0,매수,0.6836889897843359,0.75,2026-06-09,0.5945945945945946,0.6407766990291263,0.6489864864864865,deep_value
062040,221000.0,전기·전자,326500.0,4.0,매수,0.4773755656108598,0.75,2026-06-09,0.3391304347826087,0.3559870550161812,0.4829347826086956,deep_value
032640,15320.0,통신,20000.0,3.87,매수,0.3054830287206267,0.7175,2026-06-09,0.75,0.15372168284789645,0.7386250000000001,deep_value
078930,74100.0,기타금융,97500.0,3.8,매수,0.3157894736842106,0.7,2026-06-09,0.21568627450980393,0.16019417475728157,0.3851960784313725,deep_value
021240,94200.0,일반서비스,131250.0,4.0,매수,0.3933121019108281,0.75,2026-06-09,0.21621621621621623,0.2540453074433657,0.4030405405405405,deep_value
005385,259000.0,운송장비·부품,787308.0,4.0,매수,2.039799227799228,0.75,2026-06-09,0.9642857142857143,0.9611650485436893,0.8892857142857142,deep_value
128940,494000.0,제약,671333.0,4.0,매수,0.3589736842105262,0.75,2026-06-09,0.16666666666666666,0.20388349514563106,0.3708333333333333,deep_value
000100,77500.0,제약,131923.0,4.0,매수,0.7022322580645162,0.75,2026-06-09,0.6944444444444444,0.6634304207119741,0.7138888888888888,deep_value
090430,107500.0,화학,176235.0,4.0,매수,0.6393953488372093,0.75,2026-06-09,0.5882352941176471,0.6019417475728155,0.6448529411764705,deep_value
377300,45250.0,기타금융,91250.0,3.5,매수,1.0165745856353592,0.625,2026-06-09,0.9019607843137255,0.8576051779935275,0.8050245098039216,deep_value
241560,65800.0,기계·장비,89688.0,4.0,매수,0.3630395136778115,0.75,2026-06-09,0.34782608695652173,0.21035598705501618,0.4885869565217391,deep_value
066970,139900.0,전기·전자,246739.0,3.96,매수,0.7636812008577556,0.74,2026-06-09,0.7217391304347827,0.7265372168284789,0.7281304347826087,deep_value
298380,99800.0,제약,220000.0,4.0,매수,1.2044088176352705,0.75,2026-06-09,0.9722222222222222,0.901294498381877,0.8944444444444444,deep_value
108490,320500.0,기계·장비,381250.0,4.0,매수,0.18954758190327614,0.75,2026-06-09,0.1956521739130435,0.08737864077669903,0.3896739130434782,cheap
010060,298500.0,기타금융,413750.0,4.0,매수,0.3860971524288108,0.75,2026-06-09,0.3333333333333333,0.24433656957928804,0.47916666666666663,deep_value
141080,136100.0,일반서비스,220000.0,4.0,매수,0.6164584864070537,0.75,2026-06-09,0.4594594594594595,0.5744336569579288,0.5611486486486486,deep_value
336260,83600.0,전기·전자,77500.0,3.83,매수,-0.07296650717703346,0.7075,2026-06-09,0.02608695652173913,0.019417475728155338,0.2645815217391304,rich
029780,46000.0,기타금융,61500.0,3.33,중립,0.3369565217391304,0.5825,2026-06-09,0.2549019607843137,0.1779935275080906,0.3695612745098039,deep_value
004170,650000.0,유통,613333.0,4.0,매수,-0.056410769230769264,0.75,2026-06-09,0.06060606060606061,0.022653721682847898,0.3018939393939394,rich
440110,109800.0,전기·전자,130000.0,4.0,매수,0.1839708561020037,0.75,2026-06-09,0.13043478260869565,0.0825242718446602,0.34728260869565214,cheap
138930,17240.0,기타금융,24471.0,4.0,매수,0.41943155452436187,0.75,2026-06-09,0.45098039215686275,0.2896440129449838,0.5556372549019608,deep_value
039030,478000.0,기계·장비,549400.0,4.0,매수,0.1493723849372386,0.75,2026-06-09,0.13043478260869565,0.06957928802588997,0.34728260869565214,neutral
011790,142300.0,화학,130000.0,3.25,중립,-0.08643710470836263,0.5625,2026-06-09,0.014705882352941176,0.01779935275080906,0.20643382352941175,rich
001040,183800.0,기타금융,259600.0,4.0,매수,0.41240478781284007,0.75,2026-06-09,0.4117647058823529,0.2783171521035599,0.5301470588235293,deep_value
018880,4695.0,기계·장비,5023.0,3.47,중립,0.06986155484558032,0.6175,2026-06-09,0.08695652173913043,0.05016181229773463,0.2726467391304348,neutral
271560,132600.0,음식료·담배,178846.0,4.0,매수,0.3487631975867269,0.75,2026-06-09,0.1111111111111111,0.18932038834951456,0.33472222222222214,deep_value
004020,35900.0,금속,52350.0,4.0,매수,0.45821727019498604,0.75,2026-06-09,0.2,0.32038834951456313,0.39249999999999996,deep_value
052690,127300.0,일반서비스,210308.0,4.0,매수,0.6520659858601727,0.75,2026-06-09,0.5675675675675675,0.6132686084142395,0.6314189189189189,deep_value
082740,56300.0,기계·장비,92556.0,4.0,매수,0.6439786856127887,0.75,2026-06-09,0.717391304347826,0.6067961165048543,0.7288043478260868,deep_value
002380,542000.0,화학,700400.0,4.0,매수,0.29225092250922513,0.75,2026-06-09,0.08823529411764706,0.1423948220064725,0.31985294117647056,cheap
240810,132700.0,기계·장비,164167.0,3.83,매수,0.237128862094951,0.7075,2026-06-09,0.2391304347826087,0.10517799352750809,0.4030597826086957,cheap
178320,70100.0,전기·전자,78000.0,4.0,매수,0.11269614835948638,0.75,2026-06-09,0.09565217391304348,0.05501618122977346,0.3246739130434782,neutral
175330,25750.0,기타금융,37875.0,3.81,매수,0.470873786407767,0.7025,2026-06-09,0.5098039215686274,0.34627831715210355,0.5772475490196078,deep_value
095340,202000.0,유통,290000.0,4.0,매수,0.4356435643564356,0.75,2026-06-09,0.2727272727272727,0.2993527508090615,0.4397727272727272,deep_value
023530,173000.0,유통,196071.0,4.0,매수,0.13335838150289026,0.75,2026-06-09,0.15151515151515152,0.061488673139158574,0.36098484848484846,neutral
310210,209500.0,일반서비스,450000.0,4.0,매수,1.1479713603818618,0.75,2026-06-09,0.9459459459459459,0.8915857605177994,0.8773648648648649,deep_value
088350,4785.0,보험,6242.0,3.67,매수,0.3044932079414837,0.6675,2026-06-09,0.7,0.15210355987055016,0.6886249999999999,deep_value
103590,81200.0,전기·전자,123750.0,4.0,매수,0.5240147783251232,0.75,2026-06-09,0.4260869565217391,0.441747572815534,0.5394565217391304,deep_value
222800,103000.0,전기·전자,132143.0,4.0,매수,0.28294174757281554,0.75,2026-06-09,0.16521739130434782,0.13592233009708737,0.369891304347826,cheap
051900,248000.0,화학,280400.0,3.09,중립,0.13064516129032255,0.5225,2026-06-09,0.029411764705882353,0.05825242718446602,0.20199264705882353,neutral
251270,42000.0,IT 서비스,67000.0,4.0,매수,0.5952380952380953,0.75,2026-06-09,0.5555555555555556,0.5453074433656958,0.6236111111111111,deep_value
403870,50300.0,기계·장비,68167.0,4.0,매수,0.3552087475149106,0.75,2026-06-09,0.30434782608695654,0.19741100323624594,0.4603260869565217,deep_value
020150,55300.0,전기·전자,82238.0,3.92,매수,0.4871247739602169,0.73,2026-06-09,0.3739130434782609,0.38349514563106796,0.4985434782608696,deep_value
111770,79800.0,유통,120556.0,4.0,매수,0.5107268170426065,0.75,2026-06-09,0.5454545454545454,0.42718446601941745,0.6170454545454545,deep_value
489790,71500.0,전기·전자,109333.0,4.0,매수,0.5291328671328672,0.75,2026-06-09,0.4434782608695652,0.45145631067961167,0.5507608695652173,deep_value
043260,48800.0,전기·전자,100000.0,5.0,매수,1.0491803278688523,1.0,2026-06-09,0.8434782608695652,0.8705501618122977,0.8982608695652174,deep_value
011170,77500.0,화학,124692.0,3.77,매수,0.6089290322580645,0.6925,2026-06-09,0.5294117647058824,0.5663430420711975,0.5864926470588235,deep_value
302440,39950.0,제약,49000.0,3.33,중립,0.22653316645807253,0.5825,2026-06-09,0.05555555555555555,0.10194174757281553,0.23998611111111112,cheap
011780,127100.0,화학,176357.0,3.93,매수,0.38754523996852863,0.7325,2026-06-09,0.19117647058823528,0.2459546925566343,0.38063970588235296,deep_value
035250,15060.0,오락·문화,22250.0,4.0,매수,0.47742363877822047,0.75,2026-06-09,0.29411764705882354,0.35760517799352753,0.45367647058823524,deep_value
005850,69700.0,운송장비·부품,92000.0,4.0,매수,0.3199426111908177,0.75,2026-06-09,0.17857142857142858,0.1634304207119741,0.37857142857142856,deep_value
004800,179000.0,기타금융,335000.0,4.0,매수,0.8715083798882681,0.75,2026-06-09,0.8235294117647058,0.7928802588996764,0.7977941176470588,deep_value
036460,34600.0,전기·가스,48889.0,3.89,매수,0.4129768786127168,0.7225,2026-06-09,0.25,0.27993527508090615,0.41537500000000005,deep_value
097950,200000.0,음식료·담배,295455.0,4.0,매수,0.4772749999999999,0.75,2026-06-09,0.3333333333333333,0.35436893203883496,0.47916666666666663,deep_value
214450,286500.0,제약,492308.0,4.0,매수,0.7183525305410121,0.75,2026-06-09,0.75,0.6796116504854369,0.75,deep_value
017800,77500.0,기계·장비,120000.0,4.0,매수,0.5483870967741935,0.75,2026-06-09,0.5434782608695652,0.4741100323624595,0.6157608695652174,deep_value
145020,246000.0,제약,381818.0,4.0,매수,0.5521056910569107,0.75,2026-06-09,0.4444444444444444,0.4773462783171521,0.5513888888888888,deep_value
001450,35800.0,보험,41353.0,3.76,매수,0.15511173184357552,0.69,2026-06-09,0.4,0.07281553398058252,0.5015,cheap
009420,57900.0,제약,82250.0,3.75,매수,0.42055267702936106,0.6875,2026-06-09,0.2222222222222222,0.2912621359223301,0.3850694444444444,deep_value
131970,135600.0,일반서비스,182286.0,3.86,매수,0.34429203539823017,0.715,2026-06-09,0.13513513513513514,0.18608414239482202,0.3380878378378378,deep_value
014680,256500.0,화학,384500.0,4.0,매수,0.49902534113060426,0.75,2026-06-09,0.3235294117647059,0.4045307443365696,0.4727941176470588,deep_value
204320,55200.0,운송장비·부품,76200.0,3.9,매수,0.38043478260869557,0.725,2026-06-09,0.25,0.23462783171521034,0.41625,deep_value
357780,363000.0,화학,543778.0,4.0,매수,0.4980110192837466,0.75,2026-06-09,0.3088235294117647,0.4029126213592233,0.463235294117647,deep_value
012750,73600.0,일반서비스,94000.0,3.75,매수,0.27717391304347827,0.6875,2026-06-09,0.08108108108108109,0.12944983818770225,0.2933277027027027,cheap
064760,264000.0,비금속,368750.0,4.0,매수,0.396780303030303,0.75,2026-06-09,0.3333333333333333,0.2621359223300971,0.47916666666666663,deep_value
139130,17700.0,기타금융,24069.0,3.94,매수,0.3598305084745763,0.735,2026-06-09,0.29411764705882354,0.20550161812297735,0.44842647058823526,deep_value
214150,42850.0,의료·정밀기기,78200.0,4.0,매수,0.8249708284714119,0.75,2026-06-09,0.625,0.7637540453074434,0.66875,deep_value
000155,610000.0,전기·전자,2297273.0,4.0,매수,2.7660213114754097,0.75,2026-06-09,0.9304347826086956,0.9741100323624595,0.8672826086956521,deep_value
263750,40500.0,IT 서비스,73125.0,3.88,매수,0.8055555555555556,0.72,2026-06-09,0.75,0.7572815533980582,0.7395,deep_value
067310,41850.0,전기·전자,57333.0,4.0,매수,0.36996415770609326,0.75,2026-06-09,0.23478260869565218,0.22330097087378642,0.4151086956521739,deep_value
084370,156900.0,기계·장비,156667.0,4.0,매수,-0.001485022307202044,0.75,2026-06-09,0.043478260869565216,0.030744336569579287,0.29076086956521735,rich
058610,103700.0,전기·전자,165000.0,4.0,매수,0.5911282545805208,0.75,2026-06-09,0.48695652173913045,0.5388349514563107,0.5790217391304348,deep_value
383220,73700.0,섬유·의류,98800.0,4.0,매수,0.3405698778833106,0.75,2026-06-09,0.14285714285714285,0.18122977346278318,0.3553571428571428,deep_value
375500,71900.0,건설,127063.0,4.0,매수,0.7672183588317107,0.75,2026-06-09,0.7727272727272727,0.7281553398058253,0.7647727272727273,deep_value
028670,5120.0,운송·창고,7400.0,3.92,매수,0.4453125,0.73,2026-06-09,0.5,0.30906148867313915,0.5805,deep_value
069960,146500.0,유통,148375.0,4.0,매수,0.012798634812286602,0.75,2026-06-09,0.09090909090909091,0.032362459546925564,0.32159090909090904,neutral
319660,126500.0,기계·장비,147500.0,4.0,매수,0.16600790513833985,0.75,2026-06-09,0.17391304347826086,0.07928802588996764,0.37554347826086953,cheap
007810,117700.0,전기·전자,121500.0,4.0,매수,0.03228547153780803,0.75,2026-06-09,0.06086956521739131,0.0372168284789644,0.3020652173913043,neutral
001740,10900.0,유통,9350.0,4.0,매수,-0.14220183486238536,0.75,2026-06-09,0.030303030303030304,0.011326860841423949,0.28219696969696967,expensive
237690,119500.0,제약,202643.0,4.0,매수,0.6957573221757323,0.75,2026-06-09,0.6666666666666666,0.6585760517799353,0.6958333333333333,deep_value
004990,25300.0,기타금융,35333.0,4.0,매수,0.3965612648221344,0.75,2026-06-09,0.37254901960784315,0.2588996763754045,0.504656862745098,deep_value
139480,89200.0,유통,131200.0,4.0,매수,0.47085201793721976,0.75,2026-06-09,0.36363636363636365,0.3446601941747573,0.49886363636363634,deep_value
007340,41250.0,전기·전자,50000.0,4.0,매수,0.21212121212121215,0.75,2026-06-09,0.1565217391304348,0.09385113268608414,0.36423913043478257,cheap
006360,27700.0,건설,48818.0,4.0,매수,0.7623826714801445,0.75,2026-06-09,0.7272727272727273,0.7249190938511327,0.7352272727272727,deep_value
082920,48650.0,전기·전자,52333.0,4.0,매수,0.07570400822199375,0.75,2026-06-09,0.08695652173913043,0.05339805825242718,0.31902173913043474,neutral
000240,24800.0,기타금융,33000.0,4.0,매수,0.3306451612903225,0.75,2026-06-09,0.23529411764705882,0.17313915857605178,0.4154411764705882,deep_value
439260,60000.0,운송장비·부품,139250.0,4.0,매수,1.3208333333333333,0.75,2026-06-09,0.8571428571428571,0.9158576051779935,0.8196428571428571,deep_value
